,Parameter,Parameter Value,Scenario,Model,Ticker,Weight
1918,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,TXN,0.0
1919,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,IBM,0.0
1920,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,SPGI,0.0738785224295514
1921,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,LMT,0.0
1922,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,ADP,0.0
1923,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,COF,0.0
1924,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,WDC,0.0
1925,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,ABT,0.005729885402291953
1926,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,GILD,0.01613967720645587
1927,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,UNP,0.0
1928,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,ADI,0.0
1929,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,TMUS,0.04048919021619567
1930,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,MMM,0.0
1931,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,ADBE,0.11805763884722303
1932,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,AXP,0.0
1933,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,BA,0.005129897402051958
1934,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,CVX,0.0
1935,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,CSCO,0.0
1936,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,DD,0.0
1937,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,XOM,0.0
1938,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,FDX,0.0
1939,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,GS,0.0
1940,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,GM,0.0
1941,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,HAS,0.0
1942,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,JBL,0.0
1943,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,KMB,0.08009839803203936
1944,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,KLAC,0.0
1945,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,LOW,0.020449591008179835
1946,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,MKC,0.04234915301693965
1947,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,NEM,0.04691906161876762
1948,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,OLN,0.0
1949,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,PH,0.0
1950,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,PPG,0.015865521817698673
1951,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,DELL,0.01840907479015111
1952,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,QCOM,0.015482686772706986
1953,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,AMAT,0.012009051503759888
1954,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,MRK,0.03211406332843486
1955,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,AME,0.016980319601065136
1956,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,PG,0.037799592416640715
1957,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,CL,0.04331300692031018
1958,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,V,0.01866977846607881
1959,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,MA,0.0155048458123099
1960,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,MU,0.011900750244455534
1961,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,T,0.025515401928349512
1962,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,JPM,0.015151701254201606
1963,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,JNJ,0.0349923384524694
1964,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,INTC,0.01667566084970474
1965,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,GE,0.01282955436701264
1966,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,MS,0.013769813463829573
1967,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,RTX,0.012602804537171353
1968,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,TXN,0.016018447168711415
1969,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,IBM,0.01728273155474373
1970,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,SPGI,0.023684232907650097
1971,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,LMT,0.025209213560091724
1972,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,ADP,0.019609801570974927
1973,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,COF,0.010756173398914295
1974,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,WDC,0.011470445936297041
1975,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,ABT,0.02836753115488068
1976,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,GILD,0.031506110545582104
1977,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,UNP,0.018053896754415922
1978,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,ADI,0.015008707639458232
1979,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,TMUS,0.022928281065205516
1980,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,MMM,0.02163033921714158
1981,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,ADBE,0.024943826415417675
1982,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,AXP,0.012199320291734823
1983,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,BA,0.008954878392627492
1984,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,CVX,0.013598308874144649
1985,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,CSCO,0.019523187035184752
1986,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,DD,0.0142509503165909
1987,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,XOM,0.012863434778466949
1988,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,FDX,0.014737623365755955
1989,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,GS,0.014973776858124222
1990,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,GM,0.01242991459508039
1991,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,HAS,0.019985986531873595
1992,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,JBL,0.011400970721071229
1993,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,KMB,0.056790263524080044
1994,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,KLAC,0.012775877279302916
1995,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,LOW,0.023169380326886896
1996,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,MKC,0.037240117028611255
1997,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,NEM,0.03666615987997123
1998,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,OLN,0.009481299809441656
1999,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Risk-Parity,PH,0.012902844975215384
2000,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),PPG,0.019201159773408118
2001,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),DELL,0.05057210164892509
2002,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),QCOM,0.010413154656483705
2003,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),AMAT,0.08012884740033811
2004,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),MRK,0.043251124925923444
2005,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),AME,0.031152836704235132
2006,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),PG,0.0030765093431973007
2007,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),CL,0.003636855821866247
2008,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),V,0.0030392863139295893
2009,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),MA,0.006515484134835199
2010,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),MU,0.05291146497379148
2011,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),T,0.027731697626018813
2012,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),JPM,0.013856899289263628
2013,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),JNJ,0.0016812686379755904
2014,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),INTC,0.004690650901993651
2015,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),GE,0.0034257437555110302
2016,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),MS,0.01663798288113049
2017,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),RTX,8.839535119813353e-05
2018,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),TXN,0.02411004357651416
2019,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),IBM,0.0024211703998619155
2020,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),SPGI,0.011864327060872737
2021,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),LMT,0.016060089344810964
2022,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),ADP,0.0017606226443828408
2023,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),COF,0.032816290510533114
2024,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),WDC,0.002595140966712654
2025,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),ABT,0.06044003784693372
2026,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),GILD,0.00730710277247789
2027,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),UNP,0.0006932969960951653
2028,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),ADI,0.00321926814519922
2029,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),TMUS,0.07476859588111039
2030,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),MMM,0.00014597529505257123
2031,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),ADBE,0.0041787793859843275
2032,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),AXP,0.01386724891781322
2033,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),BA,0.0008597400722378921
2034,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),CVX,0.010452101811707288
2035,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),CSCO,0.0007097161949375331
2036,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),DD,0.0563774884253772
2037,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),XOM,0.008976461622981057
2038,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),FDX,0.0025298995667370483
2039,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),GS,0.011132558499749343
2040,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),GM,0.017049103851761987
2041,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),HAS,0.002438581624184565
2042,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),JBL,0.001180226637261883
2043,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),KMB,0.02483811601403746
2044,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),KLAC,0.000569213503701526
2045,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),LOW,0.08043631424699928
2046,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),MKC,0.024280882476484
2047,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),NEM,0.01211232300034533
2048,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),OLN,0.06971730955157689
2049,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Simulated (Max Sharpe Ratio),PH,0.048080509015539924
2050,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,PPG,0.02
2051,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,DELL,0.02
2052,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,QCOM,0.02
2053,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,AMAT,0.02
2054,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,MRK,0.02
2055,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,AME,0.02
2056,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,PG,0.02
2057,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,CL,0.02
2058,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,V,0.02
2059,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,MA,0.02
2060,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,MU,0.02
2061,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,T,0.02
2062,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,JPM,0.02
2063,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,JNJ,0.02
2064,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,INTC,0.02
2065,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,GE,0.02
2066,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,MS,0.02
2067,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,RTX,0.02
2068,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,TXN,0.02
2069,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,IBM,0.02
2070,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,SPGI,0.02
2071,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,LMT,0.02
2072,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,ADP,0.02
2073,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,COF,0.02
2074,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,WDC,0.02
2075,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,ABT,0.02
2076,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,GILD,0.02
2077,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,UNP,0.02
2078,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,ADI,0.02
2079,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,TMUS,0.02
2080,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,MMM,0.02
2081,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,ADBE,0.02
2082,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,AXP,0.02
2083,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,BA,0.02
2084,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,CVX,0.02
2085,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,CSCO,0.02
2086,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,DD,0.02
2087,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,XOM,0.02
2088,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,FDX,0.02
2089,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,GS,0.02
2090,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,GM,0.02
2091,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,HAS,0.02
2092,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,JBL,0.02
2093,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,KMB,0.02
2094,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,KLAC,0.02
2095,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,LOW,0.02
2096,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,MKC,0.02
2097,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,NEM,0.02
2098,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,OLN,0.02
2099,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Equal-Weight,PH,0.02
2100,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,PPG,0.0
2101,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,DELL,0.3
2102,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,QCOM,0.0
2103,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,AMAT,0.17032
2104,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,MRK,0.0
2105,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,AME,0.0
2106,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,PG,0.0
2107,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,CL,0.0
2108,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,V,0.0
2109,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,MA,0.0
2110,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,MU,0.0
2111,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,T,0.0
2112,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,JPM,0.0
2113,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,JNJ,0.0
2114,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,INTC,0.0
2115,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,GE,0.0
2116,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,MS,0.02214
2117,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,RTX,0.0
2118,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,TXN,0.0
2119,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,IBM,0.0
2120,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,SPGI,0.0
2121,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,LMT,0.0
2122,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,ADP,0.0
2123,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,COF,0.0
2124,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,WDC,0.0
2125,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,ABT,0.0
2126,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,GILD,0.0
2127,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,UNP,0.0
2128,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,ADI,0.0
2129,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,TMUS,0.0
2130,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,MMM,0.0
2131,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,ADBE,0.0
2132,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,AXP,0.0
2133,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,BA,0.0
2134,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,CVX,0.0
2135,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,CSCO,0.0
2136,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,DD,0.0
2137,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,XOM,0.0
2138,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,FDX,0.09008
2139,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,GS,0.0
2140,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,GM,0.16818
2141,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,HAS,0.0
2142,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,JBL,0.0
2143,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,KMB,0.0
2144,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,KLAC,0.0
2145,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,LOW,0.2123
2146,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,MKC,0.0
2147,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,NEM,0.0
2148,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,OLN,0.03699
2149,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Markowitz,PH,0.0
2150,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,PPG,0.0
2151,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,DELL,0.0
2152,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,QCOM,0.02346953060938781
2153,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,AMAT,0.0
2154,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,MRK,0.0
2155,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,AME,0.0
2156,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,PG,0.0
2157,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,CL,0.0
2158,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,V,0.09014819703605927
2159,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,MA,0.2737645247095058
2160,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,MU,0.11273774524509508
2161,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,T,0.0
2162,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,JPM,0.0
2163,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,JNJ,0.0
2164,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,INTC,0.0
2165,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,GE,0.19817603647927037
2166,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,MS,0.0
2167,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,RTX,0.0
2168,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,TXN,0.0
2169,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,IBM,0.0
2170,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,SPGI,0.03318933621327573
2171,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,LMT,0.0
2172,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,ADP,0.0
2173,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,COF,0.0
2174,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,WDC,0.0
2175,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,ABT,0.0
2176,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,GILD,0.0
2177,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,UNP,0.0
2178,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,ADI,0.0
2179,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,TMUS,0.002699946001079978
2180,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,MMM,0.0
2181,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,ADBE,0.17568648627027458
2182,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,AXP,0.0
2183,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,BA,0.0621887562248755
2184,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,CVX,0.0
2185,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,CSCO,0.0
2186,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,DD,0.0
2187,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,XOM,0.0
2188,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,FDX,0.0
2189,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,GS,0.0
2190,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,GM,0.0
2191,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,HAS,0.0
2192,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,JBL,0.0
2193,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,KMB,0.0
2194,Risk-Free Rate,0.08,Risk-Free Rate=0.08,Black-Litterman,KLAC,0.027939441211175774
